No.,Title,Author,Genre,Language,archive_link,cover_url,download_url
1315,Rajatarangini (Vol-II),Jogesh Chunder Dutt,History,English,https://archive.org/details/burzahom-rajatarangini-volii,https://archive.org/services/img/burzahom-rajatarangini-volii,https://archive.org/download/burzahom-rajatarangini-volii/burzahom-rajatarangini-volii.pdf
1316,Rajatarangini Vol 1,Kalhana (Translated),History,English,https://archive.org/details/burzahom-rajatarangini-vol-1,https://archive.org/services/img/burzahom-rajatarangini-vol-1,https://archive.org/download/burzahom-rajatarangini-vol-1/burzahom-rajatarangini-vol-1.pdf
1317,Rajatarangini Vol 2,Kalhana (Translated),History,English,,,
1318,Raj Tarangini (Kashmiri Translation),JK Cultural Academy,History,Kashmiri,,,
1319,Raj Tarangini (Urdu),Unknown,History,Urdu,,,
1320,The Last Queen of Kashmir,Rakesh K. Kaul,Fiction,English,,,
1321,Ancient Monuments of Kashmir,Ram Chandra Kak,"Art, Culture & Archaeology",English,,,
1322,Ranjit Singh,N.K. Sinha,Biography/Memoir,English,,,
1323,Rape in Kashmir,Unknown,Human Rights & Conflict,English,,,
1324,Rare Collection About Kashmir,Unknown,Reference Works,English,https://archive.org/details/burzahom-beautiful-kashmir,https://archive.org/services/img/burzahom-beautiful-kashmir,https://archive.org/download/burzahom-beautiful-kashmir/burzahom-beautiful-kashmir.pdf
1325,Rasul Mir (2012),Rasul Mir,Poetry & Literature,Kashmiri,,,
1326,Political Awakening in Kashmir,Ravinderjit Kaur,History,English,,,
1327,Raz Te Rani (Tagore Translation),Rabindranath Tagore,Fiction,Kashmiri,,,
1328,Real Azad Kashmir,Unknown,Politics & Law,English,,,
1329,Religion and Politics in South Asia,"Reeta Chowdhari Tremblay, Mohita Bhatia",Politics & Law,English,,,
1330,Reflections on Kashmir Politics,Gull Mohammad Wani,Politics & Law,English,,,
1331,Identity Politics in Jammu and Kashmir,Rekha Chowdhary,Politics & Law,English,,,
1332,Relating Otherwise: Curated Narratives,Zahir ud din et al.,Academic & Research,English,,,
1333,Report,Unknown,Government Documents & Reports,English,,,
1334,All J&K Legal Defence Committee: Sheikh Mohammad,Unknown,Government Documents & Reports,English,,,
1335,Resisting Occupation in Kashmir,Ather Zia,Politics & Law,English,https://archive.org/details/burzahom-a-mission-in-kashmir,https://archive.org/services/img/burzahom-a-mission-in-kashmir,https://archive.org/download/burzahom-a-mission-in-kashmir/burzahom-a-mission-in-kashmir.pdf
1336,Resolving the Kashmir Conflict,Unknown,Politics & Law,English,,,
1337,Kashmiri Life Narratives,Rizwan,Academic & Research,English,,,
1338,Routes in Jammu and Kashmir,Unknown,Travelogue,English,,,
1339,Routes in Kashmir,Unknown,Travelogue,English,,,
1340,Routledge Handbook of Critical Kashmir Studies,Various,Academic & Research,English,,,
1341,Freedom Struggle in Kashmir,Mir Abdul Aziz,History,English,,,
1342,Ruhani Falsafe,Amin Kamil,Religion & Philosophy,Urdu,,,
1343,A History of Muslim Rule in Kashmir 1320,R.K. Radha Krishna Parmu,History,English,,,
1344,Safer Der Safer,Unknown,Poetry & Literature,Urdu,,,
1345,The Occupied Clinic: Militarism and Care in Kashmir,Saiba Verma,Academic & Research,English,,,
1346,Kashmir 1947 se 1977 Tak,Sanaullah Bhat,History,Urdu,,,
1347,Sanitation in Srinagar,Pandit Anand Koul,History,English,,,
1348,Freedom Struggle in Jammu & Kashmir,Santosh Kaul,History,English,,,
1349,Saqafat,Dr. Syed Amin Tabish,"Art, Culture & Archaeology",Urdu,,,
1350,Sardar Patel's Correspondence Vol 1: New Light on Kashmir,Sardar Patel,History,English,,,
1351,Sardar Muhammad Ibrahim Khan,Amina Khurshid,Biography/Memoir,English,,,
1352,Sareer Qalam,Shabir Azzar,Poetry & Literature,Urdu,,,
1353,Satisar (Urdu Vol 1),Kashmir Bhasha Va Sanskriti Pratishthan,Poetry & Literature,Urdu,,,
1354,Sat Sanghar (Kashmiri Short Stories),Akhtar Mohiuddin,Fiction,Kashmiri,,,
1355,Sayings of Nund Rishi,Anand Koul,Religion & Philosophy,English,,,
1356,Scattered Souls,Shahnaz Bashir,Fiction,English,https://archive.org/details/burzahom-kashmir,https://archive.org/services/img/burzahom-kashmir,https://archive.org/download/burzahom-kashmir/burzahom-kashmir.pdf
1357,Kashmir in Crossfire,Schofield,Politics & Law,English,https://archive.org/details/burzahom-1967-kashmir-in-crucible,https://archive.org/services/img/burzahom-1967-kashmir-in-crucible,https://archive.org/download/burzahom-1967-kashmir-in-crucible/burzahom-1967-kashmir-in-crucible.pdf
1358,SDR JKCH1,Unknown,Reference Works,English,,,
1359,Secession and Security,Ahsan Butt,Politics & Law,English,https://archive.org/details/burzahom-secession-and-security,https://archive.org/services/img/burzahom-secession-and-security,https://archive.org/download/burzahom-secession-and-security/burzahom-secession-and-security.pdf
1360,Secrets of the Kashmir Valley,Farhana Qazi,Journalism & Media,English,,,
1361,Seedtime in Kashmir,Unknown,Travelogue,English,,,
1362,"Rape, Impunity and Justice in Kashmir",Seema Kazi,Human Rights & Conflict,English,,,
1363,Gender and Governance: Perspectives from South Asia,Seema Kazi,Academic & Research,English,,,
1364,Servant of Sahibs,Ghulam Rasool Galwan,Biography/Memoir,English,,,
1365,Seven One Nine Seven Nine te Baqei Afsaane,Akhtar Mohiuddin,Fiction,Urdu,,,
1366,Sexual Violence Against Women in Armed Conflict,Unknown,Human Rights & Conflict,English,,,
1367,Shabir Shah: A Living Legend,Unknown,Biography/Memoir,English,,,
1368,Shabir Shah: The Voice of Conscience,Unknown,Biography/Memoir,English,,,
1369,The Half Inch Himalayas,Agha Shahid Ali,Poetry & Literature,English,https://archive.org/details/burzahom-1948-alexander-the-great-vol-2--sources-and-studies,https://archive.org/services/img/burzahom-1948-alexander-the-great-vol-2--sources-and-studies,https://archive.org/download/burzahom-1948-alexander-the-great-vol-2--sources-and-studies/burzahom-1948-alexander-the-great-vol-2--sources-and-studies.pdf
1370,Shahkar Afsane,Rafiq Shahin,Fiction,Urdu/Kashmiri,,,
1371,Kashmir in the Aftermath of Partition,Shahla Hussain,History,English,,,
1372,Sheikh Ul Aalam-590,Sheikh Ul Aalam,Religion & Philosophy,Kashmiri,,,
1373,Sheikh Abdullah of Kashmir,Unknown,Biography/Memoir,Urdu,,,
1374,Shawl of Kashmir 1864,Luigi Brivio Como,"Art, Culture & Archaeology",English,,,
1375,Naya Kashmir,Shams Kashmiri,Politics & Law,English,,,
1376,Shams Faqir,Shams Faqir,Poetry & Literature,Kashmiri,,,
1377,Kashmir Awakes,Sharma,Politics & Law,English,https://archive.org/details/burzahom-kashmir-in-flames,https://archive.org/services/img/burzahom-kashmir-in-flames,https://archive.org/download/burzahom-kashmir-in-flames/burzahom-kashmir-in-flames.pdf
1378,Shawl Trade,Anand Koul,"Art, Culture & Archaeology",English,,,
1379,Shawls of Kashmir,Unknown,"Art, Culture & Archaeology",English,,,
1380,Shear Gooma,Ahahamdi,Poetry & Literature,Kashmiri,,,
1381,Sheeraza (Kashmiri) Vol 51,JK Academy,Poetry & Literature,Kashmiri,,,
1382,Sheeraza (Kashmiri) Vol 52,JK Academy,Poetry & Literature,Kashmiri,,,
1383,Sheeraza Ajaaibaat Number,Unknown,Poetry & Literature,Urdu,,,
1384,Sheeraza,Aga Saroor,Poetry & Literature,Urdu,,,
1385,Sheeraza Urdu 1965,Unknown,Poetry & Literature,Urdu,,,
1386,Sheeraza Urdu 1981 Part 2,Unknown,Poetry & Literature,Urdu,,,
1387,Sheikh Abdullah,Bilqees Taseer,Biography/Memoir,English,,,
1388,Sheikh Mohammad Abdullah: A Political Phoenix,Unknown,Biography/Memoir,English,,,
1389,Kashmir: Appeal to World Conscience,Sheikh Mohammad Abdullah,Politics & Law,English,,,
1390,Interviews and Speeches,"Sheikh Mohammad Abdullah, G.M. Shah",Politics & Law,English,,,
1391,Kashmir: A Human Problem and a Moral Issue,Sheikh Mohammad Abdullah,Politics & Law,English,,,
1392,Sheikh Mohammad Abdullah of Kashmir 1965-1975,Unknown,Biography/Memoir,English,,,
1393,The Testament of Sheikh Abdullah,Sheikh Mohammad Abdullah,Biography/Memoir,English,,,
1394,Sheikh Mohammad Abdullah's Reflections on Kashmir,Nyla Ali Khan,Politics & Law,English,,,
1395,Sheraza 1,Unknown,Poetry & Literature,Urdu,,,
1396,Sheraza,Hum Asar,Poetry & Literature,Urdu,,,
1397,Shiraza Issue 44,JK Cultural Academy,Poetry & Literature,Kashmiri,,,
1398,Shiraza Shiqafat Number June 1966,JK Cultural Academy,Poetry & Literature,Kashmiri,,,
1399,Shiraza Urdu 11-2,JK Cultural Academy,Poetry & Literature,Urdu,,,
1400,Shiraza Urdu 13 1-2-3,JK Cultural Academy,Poetry & Literature,Urdu,,,
1401,The Anatomy of a Massacre: Mass Killings,Shrimoyee Nandini Ghosh,Human Rights & Conflict,English,,,
1402,The Dirty War in Kashmir,Shujaat Bukhari,Journalism & Media,English,https://archive.org/details/burzahom-child-labor-in-kashmir,https://archive.org/services/img/burzahom-child-labor-in-kashmir,https://archive.org/download/burzahom-child-labor-in-kashmir/burzahom-child-labor-in-kashmir.pdf
1403,A Long Dream of Home: The Persecution,"Siddhartha Gigoo, Varad Sharma",Biography/Memoir,English,,,
1404,Silencing Journalism and Human Rights in Kashmir,Unknown,Journalism & Media,English,,,
1405,Siyaah Rooda Jaren Manz (Kashmiri Poems),Rahman,Poetry & Literature,Kashmiri,,,
1406,Siyahat Kashmiri,Syed Saleem Gardeezi,Travelogue,Urdu,,,
1407,Siya Rath Te Maete Khaab (Kashmiri Short Stories),Unknown,Fiction,Kashmiri,,,
1408,Sociological Dimensions of Kashmir Conflict,Sapna K. Sangra,Academic & Research,English,,,
1409,Socio-Religious Reform Movements Among Muslims in J&K,Unknown,History,English,,,
1410,Some Women Poets of Kashmiri,Unknown,Poetry & Literature,English,,,
1411,Son Adab 1960-62,JK Cultural Academy,Poetry & Literature,Kashmiri,,,
1412,Sonzal,Akhtar Mohiuddin,Fiction,Kashmiri,,,
1413,Sonzal,Sunita Raina,Fiction,English,,,
1414,Kashmir at the Crossroads: Inside a 21st Century Conflict,Sumantra Bose,Politics & Law,English,https://archive.org/details/burzahom-a-trip-to-kashmir,https://archive.org/services/img/burzahom-a-trip-to-kashmir,https://archive.org/download/burzahom-a-trip-to-kashmir/burzahom-a-trip-to-kashmir.pdf
1415,The Untold Story of Jihad in Kashmir,Arif Jamal,Politics & Law,English,https://archive.org/details/burzahom-a-dismantled-state-the-untold-story-of-kashmir-after-article-370,https://archive.org/services/img/burzahom-a-dismantled-state-the-untold-story-of-kashmir-after-article-370,https://archive.org/download/burzahom-a-dismantled-state-the-untold-story-of-kashmir-after-article-370/burzahom-a-dismantled-state-the-untold-story-of-kashmir-after-article-370.pdf
1416,Travels in Kashmir and Punjab,Baron Charles Hugel,Travelogue,English,https://archive.org/details/burzahom-central-asia-and-kashmir,https://archive.org/services/img/burzahom-central-asia-and-kashmir,https://archive.org/download/burzahom-central-asia-and-kashmir/burzahom-central-asia-and-kashmir.pdf
1417,Diaspora Youth and Ancestral Homeland,Gill Cressey,Academic & Research,English,https://archive.org/details/burzahom-diaspora-youth-and-ancestral-homeland-british-pakistanikashmiri-youth,https://archive.org/services/img/burzahom-diaspora-youth-and-ancestral-homeland-british-pakistanikashmiri-youth,https://archive.org/download/burzahom-diaspora-youth-and-ancestral-homeland-british-pakistanikashmiri-youth/burzahom-diaspora-youth-and-ancestral-homeland-british-pakistanikashmiri-youth.pdf
1418,"The Pity of Partition: Manto's Life, Times, and Work Across the India-Pakistan Divide",Ayesha Jalal,Biography/Memoir,English,https://archive.org/details/burzahom-end-of-india,https://archive.org/services/img/burzahom-end-of-india,https://archive.org/download/burzahom-end-of-india/burzahom-end-of-india.pdf
1419,The Kashmiri Pandits: A Study of Cultural Choice in North India,Henny Sender,Academic & Research,English,https://archive.org/details/burzahom-the-kashmir-question,https://archive.org/services/img/burzahom-the-kashmir-question,https://archive.org/download/burzahom-the-kashmir-question/burzahom-the-kashmir-question.pdf
1420,The Literary Heritage of Kashmir,K.L. Kalla,Language & Linguistics,English,,,
1421,The Jammu and Kashmir Territories,Frederic Drew,History,English,https://archive.org/details/burzahom-geography-of-the-jammu-and-kashmir-state,https://archive.org/services/img/burzahom-geography-of-the-jammu-and-kashmir-state,https://archive.org/download/burzahom-geography-of-the-jammu-and-kashmir-state/burzahom-geography-of-the-jammu-and-kashmir-state.pdf
1422,The Untold Story of the People of Azad Kashmir,Christopher Snedden,History,English,https://archive.org/details/burzahom-kashmir-historiographer,https://archive.org/services/img/burzahom-kashmir-historiographer,https://archive.org/download/burzahom-kashmir-historiographer/burzahom-kashmir-historiographer.pdf
1423,The Secrets of Ishbar: Poems on Kashmir,Subhash Kak,Poetry & Literature,English,https://archive.org/details/burzahom-kashmir-shaivism,https://archive.org/services/img/burzahom-kashmir-shaivism,https://archive.org/download/burzahom-kashmir-shaivism/burzahom-kashmir-shaivism.pdf
1424,"Travels in Kashmir, Ladak, Iskardo",Godfrey Thomas Vigne,Travelogue,English,https://archive.org/details/burzahom-red-menace-in-kashmir,https://archive.org/services/img/burzahom-red-menace-in-kashmir,https://archive.org/download/burzahom-red-menace-in-kashmir/burzahom-red-menace-in-kashmir.pdf
1425,Structures of Violence (Main Report),IPTK & APDP,Human Rights & Conflict,English,https://archive.org/details/burzahom-report,https://archive.org/services/img/burzahom-report,https://archive.org/download/burzahom-report/burzahom-report.pdf
1426,Telephone Number 71797,Amin Kamil,Fiction,Kashmiri,https://archive.org/details/burzahom-faani-kashmiri,https://archive.org/services/img/burzahom-faani-kashmiri,https://archive.org/download/burzahom-faani-kashmiri/burzahom-faani-kashmiri.pdf
1427,The Kashmir Saga,Sardar M. Ibrahim Khan,Biography/Memoir,English,https://archive.org/details/burzahom-1973-the-kashmir-shawl,https://archive.org/services/img/burzahom-1973-the-kashmir-shawl,https://archive.org/download/burzahom-1973-the-kashmir-shawl/burzahom-1973-the-kashmir-shawl.pdf
1428,India and Kashmir,Tassaduque Hussain,Politics & Law,English,https://archive.org/details/burzahom-article-370-india-and-kashmir,https://archive.org/services/img/burzahom-article-370-india-and-kashmir,https://archive.org/download/burzahom-article-370-india-and-kashmir/burzahom-article-370-india-and-kashmir.pdf
1429,"Framing Geelani, Hanging Afzal: Patriotism in the Time of Terror",Nandita Haksar,Politics & Law,English,,,
1430,The Charm of Kashmir,V.C. Scott O'Connor,Travelogue,English,https://archive.org/details/burzahom-the-crisis-in-kashmir,https://archive.org/services/img/burzahom-the-crisis-in-kashmir,https://archive.org/download/burzahom-the-crisis-in-kashmir/burzahom-the-crisis-in-kashmir.pdf
1431,The Road to Kashmir,James Milne,Travelogue,English,https://archive.org/details/burzahom-heritage-of-kashmir,https://archive.org/services/img/burzahom-heritage-of-kashmir,https://archive.org/download/burzahom-heritage-of-kashmir/burzahom-heritage-of-kashmir.pdf
1432,Women in Kashmir,Shazia Malik,Academic & Research,English,https://archive.org/details/burzahom-red-menace-in-kashmir,https://archive.org/services/img/burzahom-red-menace-in-kashmir,https://archive.org/download/burzahom-red-menace-in-kashmir/burzahom-red-menace-in-kashmir.pdf
1433,Things Seen in Kashmir,Ernest Neve,Travelogue,English,https://archive.org/details/burzahom-kashmirs-internet-siege,https://archive.org/services/img/burzahom-kashmirs-internet-siege,https://archive.org/download/burzahom-kashmirs-internet-siege/burzahom-kashmirs-internet-siege.pdf
1434,Trekking in Kashmir,Unknown,Travelogue,English,https://archive.org/details/burzahom-1974-bungling-in-kashmir,https://archive.org/services/img/burzahom-1974-bungling-in-kashmir,https://archive.org/download/burzahom-1974-bungling-in-kashmir/burzahom-1974-bungling-in-kashmir.pdf
1435,The Agency of Women in Kashmir,Unknown,Academic & Research,English,https://archive.org/details/burzahom-the-making-of-modern-kashmir-sheikh-abdullah-and-his-times,https://archive.org/services/img/burzahom-the-making-of-modern-kashmir-sheikh-abdullah-and-his-times,https://archive.org/download/burzahom-the-making-of-modern-kashmir-sheikh-abdullah-and-his-times/burzahom-the-making-of-modern-kashmir-sheikh-abdullah-and-his-times.pdf
1436,Baharistan,Unknown,Poetry & Literature,Persian,https://archive.org/details/burzahom-artisan-of-the-paradise-art-and-artisans-of-kashmir,https://archive.org/services/img/burzahom-artisan-of-the-paradise-art-and-artisans-of-kashmir,https://archive.org/download/burzahom-artisan-of-the-paradise-art-and-artisans-of-kashmir/burzahom-artisan-of-the-paradise-art-and-artisans-of-kashmir.pdf
1437,The Happy Valley: Sketches of Kashmir and Kashmiris,Unknown,Travelogue,English,https://archive.org/details/burzahom-azad-kashmir-and-british-kashmiris,https://archive.org/services/img/burzahom-azad-kashmir-and-british-kashmiris,https://archive.org/download/burzahom-azad-kashmir-and-british-kashmiris/burzahom-azad-kashmir-and-british-kashmiris.pdf
1438,Paradise on Fire: Syed Ali Geelani and the Struggle for Freedom in Kashmir,Unknown,Biography/Memoir,English,https://archive.org/details/burzahom-history-of-struggle-for-freedom-in-kashmir,https://archive.org/services/img/burzahom-history-of-struggle-for-freedom-in-kashmir,https://archive.org/download/burzahom-history-of-struggle-for-freedom-in-kashmir/burzahom-history-of-struggle-for-freedom-in-kashmir.pdf
1439,The Kashmir Conflict: Why It Defies Solution,Unknown,Politics & Law,English,https://archive.org/details/burzahom-captive-kashmir,https://archive.org/services/img/burzahom-captive-kashmir,https://archive.org/download/burzahom-captive-kashmir/burzahom-captive-kashmir.pdf
1440,Orientalist Imaginaries of Travels in Kashmir: Western Representations,Unknown,Academic & Research,English,https://archive.org/details/burzahom-cradle-of-caste-in-kashmir,https://archive.org/services/img/burzahom-cradle-of-caste-in-kashmir,https://archive.org/download/burzahom-cradle-of-caste-in-kashmir/burzahom-cradle-of-caste-in-kashmir.pdf
1441,South Asia Media Framing Kashmir,Unknown,Journalism & Media,English,https://archive.org/details/burzahom-gae-ja-kashmir,https://archive.org/services/img/burzahom-gae-ja-kashmir,https://archive.org/download/burzahom-gae-ja-kashmir/burzahom-gae-ja-kashmir.pdf
1442,"Resolving the Kashmir Conflict: Pakistan, India, Kashmiris and Religious Militants",Unknown,Politics & Law,English,https://archive.org/details/burzahom-kashmiri-lyrics,https://archive.org/services/img/burzahom-kashmiri-lyrics,https://archive.org/download/burzahom-kashmiri-lyrics/burzahom-kashmiri-lyrics.pdf
1443,Sheikh Mohammad Abdullah of Kashmir (1965-1975): From Externment to Accord,Unknown,Biography/Memoir,English,https://archive.org/details/burzahom-kashmir-19471965,https://archive.org/services/img/burzahom-kashmir-19471965,https://archive.org/download/burzahom-kashmir-19471965/burzahom-kashmir-19471965.pdf
1444,The Story of My Escape,Unknown,Biography/Memoir,English,https://archive.org/details/burzahom-the-history-of-jammu--kashmir-18851925,https://archive.org/services/img/burzahom-the-history-of-jammu--kashmir-18851925,https://archive.org/download/burzahom-the-history-of-jammu--kashmir-18851925/burzahom-the-history-of-jammu--kashmir-18851925.pdf
